lexisDic-id	lexicalCue	lexicalCue_jpn	Registered	LastUpdated
lexisDic-id_2204	families	（ラブドウイルス）科	2021-10-13	
lexisDic-id_2205	sequence	配列	2021-10-13	
lexisDic-id_2206	arthropod	節足動物	2021-10-13	
lexisDic-id_2207	monitoring	監視する	2021-10-13	
lexisDic-id_2208	circulation	循環	2021-10-13	
lexisDic-id_2209	epizooties	動物間流行病	2021-10-13	
lexisDic-id_2210	Neurological manifestations	神経症状	2021-10-13	
lexisDic-id_2211	invades	侵入する	2021-10-13	
lexisDic-id_2212	olfactory bulb	嗅球	2021-10-13	
lexisDic-id_2213	viruses	SARS-CoV-2	2021-10-13	
lexisDic-id_2214	spread	広がる	2021-10-13	
lexisDic-id_2215	hippocampus	海馬	2021-10-13	
lexisDic-id_2216	thalamus	視床	2021-10-13	
lexisDic-id_2217	medulla oblongata	延髄	2021-10-13	
lexisDic-id_2218	microglia	ミクログリア	2021-10-13	
lexisDic-id_2219	astrocytes	星状膠細胞（アストロサイト）	2021-10-13	
lexisDic-id_2220	Covid-19 coronavirus	SARS-CoV-2	2021-10-13	
lexisDic-id_2221	inactivated	不活化される	2021-10-13	
lexisDic-id_2222	paper	紙	2021-10-13	
lexisDic-id_2223	h	時間	2021-10-13	
lexisDic-id_2224	plastic	プラスチック	2021-10-13	
lexisDic-id_2225	7	7	2021-10-13	
lexisDic-id_2226	d	日	2021-10-13	
lexisDic-id_2227	stability	安定性	2021-10-13	
lexisDic-id_2228	their	銅	2021-10-13	
lexisDic-id_2229	their	ティッシュペーパー	2021-10-13	
lexisDic-id_2230	their	紙	2021-10-13	
lexisDic-id_2231	their	木（材）	2021-10-13	
lexisDic-id_2232	their	綿	2021-10-13	
lexisDic-id_2233	their	紙幣	2021-10-13	
lexisDic-id_2234	their	段ボール	2021-10-13	
lexisDic-id_2235	their	（ブタ）皮	2021-10-13	
lexisDic-id_2236	their	ステンレス鋼	2021-10-13	
lexisDic-id_2237	their	ガラス	2021-10-13	
lexisDic-id_2238	their	プラスチック	2021-10-13	
lexisDic-id_2239	their	ポリプロピレン（製マスク）	2021-10-13	
lexisDic-id_2240	surface	表面	2021-10-13	
lexisDic-id_2241	polypropylene	ポリプロピレン（製マスク）	2021-10-13	
lexisDic-id_2242	mask	（ポリプロピレン製）マスク	2021-10-13	
lexisDic-id_2243	glass	ガラス	2021-10-13	
lexisDic-id_2244	stainless steel	ステンレス鋼	2021-10-13	
lexisDic-id_2245	skin	（ブタ）皮	2021-10-13	
lexisDic-id_2246	cardboard	段ボール	2021-10-13	
lexisDic-id_2247	banknote	紙幣	2021-10-13	
lexisDic-id_2248	cotton	綿	2021-10-13	
lexisDic-id_2249	wood	木（材）	2021-10-13	
lexisDic-id_2250	tissue	ティッシュペーパー	2021-10-13	
lexisDic-id_2251	copper	銅	2021-10-13	
lexisDic-id_2252	short	短い	2021-10-13	
lexisDic-id_2253	dryness	乾燥	2021-10-13	
lexisDic-id_2254	water absorbent	吸水性	2021-10-13	
lexisDic-id_2255	porous	多孔質/性	2021-10-13	
lexisDic-id_2256	materials	素材/材料	2021-10-13	
lexisDic-id_2257	sheltered	保護される	2021-10-13	
lexisDic-id_2258	long-persisting	長時間持続	2021-10-13	
lexisDic-id_2259	micro-droplets	マイクロ/微小液滴	2021-10-13	
lexisDic-id_2260	water	水	2021-10-13	
lexisDic-id_2261	waterproof	防水	2021-10-13	
lexisDic-id_2262	surfaces	表面	2021-10-13	
lexisDic-id_2263	neonates	新生児	2021-10-13	
lexisDic-id_2264	nutrients	栄養素	2021-10-13	
lexisDic-id_2265	breast	母乳	2021-10-13	
lexisDic-id_2266	milk	母乳	2021-10-13	
lexisDic-id_2267	help	助ける	2021-10-13	
lexisDic-id_2268	complex	複雑な	2021-10-13	
lexisDic-id_2269	growth	成長	2021-10-13	
lexisDic-id_2270	environment	環境	2021-10-13	
lexisDic-id_2271	lactation	授乳	2021-10-13	
lexisDic-id_2272	their	哺乳綱/哺乳類の	2021-10-13	
lexisDic-id_2273	offspring	児	2021-10-13	
lexisDic-id_2274	parent	親	2021-10-13	
lexisDic-id_2275	pigeons	ハト	2021-10-13	
lexisDic-id_2276	regurgitate	吐き戻す	2021-10-13	
lexisDic-id_2277	pigeon milk	ピジョンミルク/素嚢（そのう）乳	2021-10-13	
lexisDic-id_2278	PM	ピジョンミルク/素嚢（そのう）乳	2021-10-13	
lexisDic-id_2279	crops	素嚢（そのう）	2021-10-13	
lexisDic-id_2280	feed	与える	2021-10-13	
lexisDic-id_2281	squabs	ヒナバト	2021-10-13	
lexisDic-id_2282	16S rRNA gene sequencing	16S rRNA遺伝子シーケンシング	2021-10-13	
lexisDic-id_2283	microbial composition and function	微生物組成と機能	2021-10-13	
lexisDic-id_2284	pigeons' milk	ピジョンミルク/素嚢（そのう）乳	2021-10-13	
lexisDic-id_2285	Lactobacillus	ラクトバシラス属	2021-10-13	
lexisDic-id_2286	Enterococcus	エンテロコッカス属	2021-10-13	
lexisDic-id_2287	Veillonella	ベイロネラ属	2021-10-13	
lexisDic-id_2288	Bifidobacterium	ビフィドバクテリウム属/ビフィズス菌	2021-10-13	
lexisDic-id_2289	milk	（親バトからうけとった）ピジョンミルク/素嚢（そのう）乳	2021-10-13	
lexisDic-id_2290	S	ヒナバト	2021-10-13	
lexisDic-id_2291	M	（親バトからうけとった）ピジョンミルク/素嚢（そのう）乳	2021-10-13	
lexisDic-id_2292	microbial genera	微生物属	2021-10-13	
lexisDic-id_2293	microbes	微生物	2021-10-13	
lexisDic-id_2294	carbohydrate metabolism	炭水化物代謝	2021-10-13	
lexisDic-id_2295	amino acid metabolism	アミノ酸代謝	2021-10-13	
lexisDic-id_2296	energy metabolism	エネルギー代謝	2021-10-13	
lexisDic-id_2297	transmitted	伝わる	2021-10-13	
lexisDic-id_2298	Filoviridae viruses	フィロウイルス	2021-10-22	
lexisDic-id_2299	negative-strand RNA viruses	（一本鎖）マイナス鎖RNAウイルス	2021-10-22	
lexisDic-id_2300	They	フィロウイルス	2021-10-22	
lexisDic-id_2301	infect	感染する	2021-10-22	
lexisDic-id_2302	most	最も	2021-10-22	
lexisDic-id_2303	virulent	悪性/毒性が高い	2021-10-22	
lexisDic-id_2304	virus	フィロウイルス	2021-10-22	
lexisDic-id_2305	Marburgvirus	マールブルグウイルス	2021-10-22	
lexisDic-id_2306	Ceuvavirus	クウェバウイルス	2021-10-22	
lexisDic-id_2307	only	だけ	2021-10-22	
lexisDic-id_2308	Ebolaviruses	エボラウイルス	2021-10-22	
lexisDic-id_2309	topographic	地形	2021-10-22	
lexisDic-id_2310	Zaire	ザイールエボラウイルス/エボラウイルスザイール	2021-10-22	
lexisDic-id_2311	Bundibugyo	ブンディブギョエボラウイルス/エボラウイルブンディブギョ	2021-10-22	
lexisDic-id_2312	Sudan	スーダンエボラウイルス/エボラウイルスーダン	2021-10-22	
lexisDic-id_2313	Reston	レストンエボラウイルス/エボラウイルスレストン	2021-10-22	
lexisDic-id_2314	Tai Forest	タイフォレストエボラウイルス/エボラウイルタイフォレスト	2021-10-22	
lexisDic-id_2315	fruit bats	フルーツコウモリ	2021-10-22	
lexisDic-id_2316	Pteropodidae	オオコウモリ（科）	2021-10-22	
lexisDic-id_2317	Ebola hemorrhagic fever	エボラ出血熱	2021-10-22	
lexisDic-id_2318	malaise	倦怠感	2021-10-22	
lexisDic-id_2319	vomiting	嘔吐	2021-10-22	
lexisDic-id_2320	The disease	エボラウイルス病	2021-10-22	
lexisDic-id_2321	quickly	急速に	2021-10-22	
lexisDic-id_2322	progress	進行する	2021-10-22	
lexisDic-id_2323	multi-organ system failure	多臓器不全	2021-10-22	
lexisDic-id_2324	shock	ショック	2021-10-22	
lexisDic-id_2325	case-fatality rate	致死率	2021-10-22	
lexisDic-id_2326	from 25	25から	2021-10-22	
lexisDic-id_2327	to 90	90まで	2021-10-22	
lexisDic-id_2328	case fatality rate	致死率	2021-10-22	
lexisDic-id_2329	about 50	およそ50	2021-10-22	
lexisDic-id_2330	Zaire ebolavirus	ザイールエボラウイルス/エボラウイルスザイール	2021-10-22	
lexisDic-id_2331	identification	同定	2021-10-22	
lexisDic-id_2332	disease	エボラウイルス病	2021-10-22	
lexisDic-id_2333	access to healthcare	医療へのアクセス	2021-10-22	
lexisDic-id_2334	stabilization	安定化	2021-10-22	
lexisDic-id_2335	supportive medical care	支持療法	2021-10-22	
lexisDic-id_2336	survival-rate	生存率	2021-10-22	
lexisDic-id_2337	early detection	早期発見	2021-10-22	
lexisDic-id_2338	vital	エボラウイルス	2021-10-22	
lexisDic-id_2339	vaccine	（エボラウイルス病）ワクチン	2021-10-22	
lexisDic-id_2340	rapid	迅速	2021-10-22	
lexisDic-id_2341	immunoassays	免疫アッセイ	2021-10-22	
lexisDic-id_2342	real-time polymerase chain reaction	リアルタイムPCR/real-time PCR	2021-10-22	
lexisDic-id_2343	PCR	PCR	2021-10-22	
lexisDic-id_2344	exhausting	大	2021-10-22	
lexisDic-id_2345	testing	検査	2021-10-22	
lexisDic-id_2346	the virus	エボラウイルス	2021-10-22	
lexisDic-id_2347	electron microscope	電子顕微鏡	2021-10-22	
lexisDic-id_2348	very	非常に	2021-10-22	
lexisDic-id_2349	resilient	回復力がある	2021-10-22	
lexisDic-id_2350	killing	死滅	2021-10-22	
lexisDic-id_2351	gamma	ガンマ（線）	2021-10-22	
lexisDic-id_2352	irradiation	（放射線）照射	2021-10-22	
lexisDic-id_2353	ultraviolet light	紫外線	2021-10-22	
lexisDic-id_2354	30	30	2021-10-22	
lexisDic-id_2355	minutes	分	2021-10-22	
lexisDic-id_2356	intense	極端な	2021-10-22	
lexisDic-id_2357	heat	熱	2021-10-22	
lexisDic-id_2358	degrees Celsius	摂氏度	2021-10-22	
lexisDic-id_2359	140	140	2021-10-22	
lexisDic-id_2360	degrees Fahrenheit	華氏温度	2021-10-22	
lexisDic-id_2361	Ebola viruses	エボラウイルス	2021-10-22	
lexisDic-id_2362	EBOV	エボラウイルス	2021-10-22	
lexisDic-id_2363	Mononegavirales	モノネガウイルス目	2021-10-22	
lexisDic-id_2364	prophylaxis treatment	予防法	2021-10-22	
lexisDic-id_2365	ZEBOV	ザイールエボラウイルス/エボラウイルスザイール	2021-10-22	
lexisDic-id_2366	Sudan ebolavirus	スーダンエボラウイルス/エボラウイルススーダン	2021-10-22	
lexisDic-id_2367	SEBOV	スーダンエボラウイルス/エボラウイルススーダン	2021-10-22	
lexisDic-id_2368	Ivory Coast ebolavirus	アイボリーコーストエボラウイルス/タイフォレストエボラウイルス/エボラウイルスタイフォレスト	2021-10-22	
lexisDic-id_2369	ICEBOV	アイボリーコーストエボラウイルス/タイフォレストエボラウイルス/エボラウイルスタイフォレスト	2021-10-22	
lexisDic-id_2370	Reston ebolavirus	レストンエボラウイルス/エボラウイルスレストン	2021-10-22	
lexisDic-id_2371	REBOV	レストンエボラウイルス/エボラウイルスレストン	2021-10-22	
lexisDic-id_2372	some 90	およそ90	2021-10-22	
lexisDic-id_2373	Asian	アジア	2021-10-22	
lexisDic-id_2374	monkeys	サル	2021-10-22	
lexisDic-id_2375	virulence	病原性	2021-10-22	
lexisDic-id_2376	2008	2008年	2021-10-22	
lexisDic-id_2377	epidemiologic	疫学	2021-10-22	
lexisDic-id_2378	investigations	調査	2021-10-22	
lexisDic-id_2379	Philippine	フィリピン共和国の	2021-10-22	
lexisDic-id_2380	health	保健	2021-10-22	
lexisDic-id_2381	veterinary agencies	獣医学機関	2021-10-22	
lexisDic-id_2382	agencies	機関	2021-10-22	
lexisDic-id_2383	international	国際的な	2021-10-22	
lexisDic-id_2384	filovirus	フィロウイルス	2021-10-22	
lexisDic-id_2385	experts	専門家	2021-10-22	
lexisDic-id_2386	nonhuman primates	ヒト以外の霊長目	2021-10-22	
lexisDic-id_2387	in the world	世界の	2021-10-22	
lexisDic-id_2388	a single	１つ	2021-10-22	
lexisDic-id_2389	Philippines	フィリピン共和国	2021-10-22	
lexisDic-id_2390	monkey	サル	2021-10-22	
lexisDic-id_2391	export	輸出	2021-10-22	
lexisDic-id_2392	facility	施設	2021-10-22	
lexisDic-id_2393	1989	1989年	2021-10-22	
lexisDic-id_2394	laboratory	実験用	2021-10-22	
lexisDic-id_2395	United States	アメリカ合衆国	2021-10-22	
lexisDic-id_2396	farm	養殖場	2021-10-22	
lexisDic-id_2397	1996	1996年	2021-10-22	
lexisDic-id_2398	1992	1992年	2021-10-22	
lexisDic-id_2399	19	19(93)年	2021-10-22	
lexisDic-id_2400	93	(19)93年	2021-10-22	
lexisDic-id_2401	reemerged	再興した	2021-10-22	
lexisDic-id_2402	isolated	独立した	2021-10-22	
lexisDic-id_2403	2	2	2021-10-22	
lexisDic-id_2404	animal	ブタ	2021-10-22	
lexisDic-id_2405	animal	ヒト以外の霊長目	2021-10-22	
lexisDic-id_2406	intersectoral collaboration	部門間連携	2021-10-22	
lexisDic-id_2407	prevention and control	予防・制御	2021-10-22	
lexisDic-id_2408	response	対応	2021-10-22	
lexisDic-id_2409	minimizing	最小限にする	2021-10-22	
lexisDic-id_2410	risk	リスク	2021-10-22	
lexisDic-id_2411	20	20(09)	2021-10-22	
lexisDic-id_2412	09	(20)09	2021-10-22	
lexisDic-id_2413	RESTV	レストンエボラウイルス/エボラウイルスレストン	2021-10-22	
lexisDic-id_2414	workers	養豚業者	2021-10-22	
lexisDic-id_2415	cryptic	隠れた	2021-10-22	
lexisDic-id_2416	Food and Agriculture Organization of the United Nations	国際連合食料農業機関（FAO）	2021-10-22	
lexisDic-id_2417	multi-disciplinary	諸専門分野横断	2021-10-22	
lexisDic-id_2418	multi-institutional	多施設共同	2021-10-22	
lexisDic-id_2419	investigate	調査	2021-10-22	
lexisDic-id_2420	possible	可能な	2021-10-22	
lexisDic-id_2421	populations	個体群	2021-10-22	
lexisDic-id_2422	2010	2010年	2021-10-22	
lexisDic-id_2423	molecular assays	分子アッセイ（PCR）	2021-10-22	
lexisDic-id_2424	serology	血清（学的）（検査）（ELISA法）	2021-10-22	
lexisDic-id_2425	serology	血清（学的）（検査）（ウェスタンブロット）	2021-10-22	
lexisDic-id_2426	assays	（血清（学的））検査（ELISA法）	2021-10-22	
lexisDic-id_2427	assays	（血清（学的））検査（ウェスタンブロット）	2021-10-22	
lexisDic-id_2428	RNA	RNA	2021-10-22	
lexisDic-id_2429	quantitative PCR	定量PCR	2021-10-22	
lexisDic-id_2430	qPCR	定量PCR	2021-10-22	
lexisDic-id_2431	oropharyngeal	中咽頭の	2021-10-22	
lexisDic-id_2432	swabs	ぬぐい液/スワブ	2021-10-22	
lexisDic-id_2433	Miniopterus schreibersii	ユビナガコウモリの1種	2021-10-22	
lexisDic-id_2434	samples	試料	2021-10-22	
lexisDic-id_2435	conventional	従来の	2021-10-22	
lexisDic-id_2436	hemi	半分の	2021-10-22	
lexisDic-id_2437	nested PCR	ネステッドPCR/nested PCR	2021-10-22	
lexisDic-id_2438	differed	異なる	2021-10-22	
lexisDic-id_2439	single	1	2021-10-22	
lexisDic-id_2440	nucleotide	塩基	2021-10-22	
lexisDic-id_2441	Uncorroborated	他の証拠によって立証されていない	2021-10-22	
lexisDic-id_2442	nucleic acid	塩基	2021-10-22	
lexisDic-id_2443	several additional	ほかのいくつかの	2021-10-22	
lexisDic-id_2444	bat species	コウモリ	2021-10-22	
lexisDic-id_2445	M. australis (Miniopterus australis)	ユビナガコウモリの1種	2021-10-22	
lexisDic-id_2446	C. brachyotis (Cynopterus brachyotis)	コイヌガオフルーツコウモリ	2021-10-22	
lexisDic-id_2447	Ch. plicata (Chaerephon plicata)	オヒキコウモリの1種	2021-10-22	
lexisDic-id_2448	Acerodon jubatus	フィリピンオオコウモリ	2021-10-22	
lexisDic-id_2449	ELISA	ELISA法	2021-10-22	
lexisDic-id_2450	taxonomically	分類学的に	2021-10-22	
lexisDic-id_2451	widespread	蔓延した	2021-10-22	
lexisDic-id_2452	taxonomic	分類学的に	2021-10-22	
lexisDic-id_2453	geographic	地理的	2021-10-22	
lexisDic-id_2454	ebolaviruses	（レストン）エボラウイルス	2021-10-22	
lexisDic-id_2455	the region	この地域（フィリピン共和国）	2021-10-22	
lexisDic-id_2456	total of 464	全464	2021-10-22	
